date,year,city,region,pm25,pm10,aqi,season,festival_flag,dominant_cause,synthetic_annual_pm25,pm25_adjusted_real,pm10_adjusted_real,real_data_anchor
2025-11-01,2025,Delhi,Punjabi Bagh,173.9,314.8,273,Winter,0,Stubble burning + inversion + traffic,135.56887671232877,138.5,250.7,1
2025-11-02,2025,Delhi,Punjabi Bagh,201.9,417.0,221,Winter,0,Stubble burning + inversion + traffic,135.56887671232877,160.8,332.1,1
2025-11-03,2025,Delhi,Punjabi Bagh,170.7,407.5,248,Winter,0,Stubble burning + inversion + traffic,135.56887671232877,136.0,324.7,1
2025-11-04,2025,Delhi,Punjabi Bagh,173.9,386.0,205,Winter,0,Stubble burning + inversion + traffic,135.56887671232877,138.5,307.4,1
2025-11-05,2025,Delhi,Punjabi Bagh,222.0,477.4,253,Winter,0,Stubble burning + inversion + traffic,135.56887671232877,176.9,380.4,1
2025-11-06,2025,Delhi,Punjabi Bagh,179.1,394.5,228,Winter,0,Stubble burning + inversion + traffic,135.56887671232877,142.7,314.3,1
2025-11-07,2025,Delhi,Punjabi Bagh,175.1,375.7,264,Winter,0,Stubble burning + inversion + traffic,135.56887671232877,139.5,299.3,1
2025-11-08,2025,Delhi,Punjabi Bagh,193.9,442.7,220,Winter,0,Stubble burning + inversion + traffic,135.56887671232877,154.5,352.7,1
2025-11-09,2025,Delhi,Punjabi Bagh,214.5,453.2,243,Winter,0,Stubble burning + inversion + traffic,135.56887671232877,170.9,361.1,1
2025-11-10,2025,Delhi,Punjabi Bagh,225.0,508.0,290,Winter,0,Stubble burning + inversion + traffic,135.56887671232877,179.2,404.6,1
2025-11-11,2025,Delhi,Punjabi Bagh,256.7,519.4,381,Winter,0,Stubble burning + inversion + traffic,135.56887671232877,204.5,413.8,1
2025-11-12,2025,Delhi,Punjabi Bagh,452.7,925.2,403,Winter,1,Fireworks,135.56887671232877,360.6,737.0,1
2025-11-13,2025,Delhi,Punjabi Bagh,189.1,428.7,285,Winter,0,Stubble burning + inversion + traffic,135.56887671232877,150.6,341.4,1
2025-11-14,2025,Delhi,Punjabi Bagh,253.4,582.7,337,Winter,0,Stubble burning + inversion + traffic,135.56887671232877,201.9,464.3,1
2025-11-15,2025,Delhi,Punjabi Bagh,174.4,321.6,258,Winter,0,Stubble burning + inversion + traffic,135.56887671232877,138.9,256.1,1
2025-11-16,2025,Delhi,Punjabi Bagh,192.3,357.2,263,Winter,0,Stubble burning + inversion + traffic,135.56887671232877,153.2,284.6,1
2025-11-17,2025,Delhi,Punjabi Bagh,178.5,367.5,220,Winter,0,Stubble burning + inversion + traffic,135.56887671232877,142.2,292.8,1
2025-11-18,2025,Delhi,Punjabi Bagh,179.5,380.6,284,Winter,0,Stubble burning + inversion + traffic,135.56887671232877,143.0,303.2,1
2025-11-19,2025,Delhi,Punjabi Bagh,175.9,413.2,246,Winter,0,Stubble burning + inversion + traffic,135.56887671232877,140.1,329.1,1
2025-11-20,2025,Delhi,Punjabi Bagh,174.5,375.9,286,Winter,0,Stubble burning + inversion + traffic,135.56887671232877,139.0,299.4,1
2025-11-21,2025,Delhi,Punjabi Bagh,201.6,440.3,216,Winter,0,Stubble burning + inversion + traffic,135.56887671232877,160.6,350.8,1
2025-11-22,2025,Delhi,Punjabi Bagh,200.7,452.2,289,Winter,0,Stubble burning + inversion + traffic,135.56887671232877,159.9,360.3,1
2025-11-23,2025,Delhi,Punjabi Bagh,168.4,391.9,246,Winter,0,Stubble burning + inversion + traffic,135.56887671232877,134.2,312.3,1
2025-11-24,2025,Delhi,Punjabi Bagh,206.7,374.1,246,Winter,0,Stubble burning + inversion + traffic,135.56887671232877,164.7,298.1,1
2025-11-25,2025,Delhi,Punjabi Bagh,221.3,510.9,209,Winter,0,Stubble burning + inversion + traffic,135.56887671232877,176.3,407.0,1
2025-11-26,2025,Delhi,Punjabi Bagh,178.0,375.2,264,Winter,0,Stubble burning + inversion + traffic,135.56887671232877,141.8,298.9,1
2025-11-27,2025,Delhi,Punjabi Bagh,178.2,409.8,287,Winter,0,Stubble burning + inversion + traffic,135.56887671232877,142.0,326.6,1
2025-11-28,2025,Delhi,Punjabi Bagh,205.9,408.9,216,Winter,0,Stubble burning + inversion + traffic,135.56887671232877,164.0,325.7,1
2025-11-29,2025,Delhi,Punjabi Bagh,227.2,444.1,247,Winter,0,Stubble burning + inversion + traffic,135.56887671232877,181.0,353.8,1
2025-11-30,2025,Delhi,Punjabi Bagh,194.4,427.1,212,Winter,0,Stubble burning + inversion + traffic,135.56887671232877,154.9,340.3,1
2025-12-01,2025,Delhi,Punjabi Bagh,172.6,344.4,274,Winter,0,Stubble burning + inversion + traffic,135.56887671232877,137.5,274.4,1
2025-12-02,2025,Delhi,Punjabi Bagh,188.8,381.0,249,Winter,0,Stubble burning + inversion + traffic,135.56887671232877,150.4,303.5,1
2025-12-03,2025,Delhi,Punjabi Bagh,233.4,527.2,206,Winter,0,Stubble burning + inversion + traffic,135.56887671232877,185.9,419.9,1
2025-12-04,2025,Delhi,Punjabi Bagh,160.7,295.5,274,Winter,0,Stubble burning + inversion + traffic,135.56887671232877,128.0,235.4,1
2025-12-05,2025,Delhi,Punjabi Bagh,223.6,435.6,230,Winter,0,Stubble burning + inversion + traffic,135.56887671232877,178.1,347.0,1
2025-12-06,2025,Delhi,Punjabi Bagh,207.8,435.2,274,Winter,0,Stubble burning + inversion + traffic,135.56887671232877,165.5,346.6,1
2025-12-07,2025,Delhi,Punjabi Bagh,172.4,337.1,258,Winter,0,Stubble burning + inversion + traffic,135.56887671232877,137.3,268.5,1
2025-12-08,2025,Delhi,Punjabi Bagh,190.1,440.5,284,Winter,0,Stubble burning + inversion + traffic,135.56887671232877,151.4,350.8,1
2025-12-09,2025,Delhi,Punjabi Bagh,197.6,368.6,221,Winter,0,Stubble burning + inversion + traffic,135.56887671232877,157.4,293.6,1
2025-12-10,2025,Delhi,Punjabi Bagh,174.0,405.7,284,Winter,0,Stubble burning + inversion + traffic,135.56887671232877,138.6,323.2,1
2025-12-11,2025,Delhi,Punjabi Bagh,168.7,344.6,268,Winter,0,Stubble burning + inversion + traffic,135.56887671232877,134.4,274.5,1
2025-12-12,2025,Delhi,Punjabi Bagh,214.9,478.1,288,Winter,0,Stubble burning + inversion + traffic,135.56887671232877,171.2,380.9,1
2025-12-13,2025,Delhi,Punjabi Bagh,195.9,390.6,281,Winter,0,Stubble burning + inversion + traffic,135.56887671232877,156.1,311.2,1
2025-12-14,2025,Delhi,Punjabi Bagh,225.5,442.4,284,Winter,0,Stubble burning + inversion + traffic,135.56887671232877,179.6,352.4,1
2025-12-15,2025,Delhi,Punjabi Bagh,217.6,446.1,246,Winter,0,Stubble burning + inversion + traffic,135.56887671232877,173.3,355.3,1
2025-12-16,2025,Delhi,Punjabi Bagh,172.9,358.1,269,Winter,0,Stubble burning + inversion + traffic,135.56887671232877,137.7,285.2,1
2025-12-17,2025,Delhi,Punjabi Bagh,222.5,429.6,295,Winter,0,Stubble burning + inversion + traffic,135.56887671232877,177.3,342.3,1
2025-12-18,2025,Delhi,Punjabi Bagh,167.9,378.1,217,Winter,0,Stubble burning + inversion + traffic,135.56887671232877,133.8,301.3,1
2025-12-19,2025,Delhi,Punjabi Bagh,216.7,424.7,290,Winter,0,Stubble burning + inversion + traffic,135.56887671232877,172.6,338.3,1
2025-12-20,2025,Delhi,Punjabi Bagh,165.2,365.3,280,Winter,0,Stubble burning + inversion + traffic,135.56887671232877,131.6,291.0,1
2025-12-21,2025,Delhi,Punjabi Bagh,169.0,348.6,297,Winter,0,Stubble burning + inversion + traffic,135.56887671232877,134.6,277.6,1
2025-12-22,2025,Delhi,Punjabi Bagh,207.1,402.9,248,Winter,0,Stubble burning + inversion + traffic,135.56887671232877,165.0,321.0,1
2025-12-23,2025,Delhi,Punjabi Bagh,196.1,396.0,239,Winter,0,Stubble burning + inversion + traffic,135.56887671232877,156.2,315.4,1
2025-12-24,2025,Delhi,Punjabi Bagh,207.8,423.8,255,Winter,0,Stubble burning + inversion + traffic,135.56887671232877,165.5,337.5,1
2025-12-25,2025,Delhi,Punjabi Bagh,207.1,457.8,204,Winter,0,Stubble burning + inversion + traffic,135.56887671232877,165.0,364.7,1
2025-12-26,2025,Delhi,Punjabi Bagh,168.3,358.8,254,Winter,0,Stubble burning + inversion + traffic,135.56887671232877,134.1,285.9,1
2025-12-27,2025,Delhi,Punjabi Bagh,178.3,366.0,219,Winter,0,Stubble burning + inversion + traffic,135.56887671232877,142.0,291.5,1
2025-12-28,2025,Delhi,Punjabi Bagh,192.1,358.7,211,Winter,0,Stubble burning + inversion + traffic,135.56887671232877,153.0,285.7,1
2025-12-29,2025,Delhi,Punjabi Bagh,151.2,361.7,211,Winter,0,Stubble burning + inversion + traffic,135.56887671232877,120.5,288.3,1
2025-12-30,2025,Delhi,Punjabi Bagh,170.4,341.6,263,Winter,0,Stubble burning + inversion + traffic,135.56887671232877,135.7,272.0,1
2025-12-31,2025,Delhi,Punjabi Bagh,183.7,439.2,272,Winter,0,Stubble burning + inversion + traffic,135.56887671232877,146.3,349.8,1
2024-01-01,2024,Noida,Sector 62,188.5,372.9,201,Winter,0,Stubble burning + inversion + traffic,122.99234972677594,134.9,266.9,1
2024-01-02,2024,Noida,Sector 62,152.6,352.4,263,Winter,0,Stubble burning + inversion + traffic,122.99234972677594,109.2,252.2,1
2024-01-03,2024,Noida,Sector 62,183.5,369.1,290,Winter,0,Stubble burning + inversion + traffic,122.99234972677594,131.3,264.1,1
2024-01-04,2024,Noida,Sector 62,140.7,288.6,205,Winter,0,Stubble burning + inversion + traffic,122.99234972677594,100.7,206.6,1
2024-01-05,2024,Noida,Sector 62,187.3,417.5,286,Winter,0,Stubble burning + inversion + traffic,122.99234972677594,134.0,298.7,1
2024-01-06,2024,Noida,Sector 62,195.5,371.8,249,Winter,0,Stubble burning + inversion + traffic,122.99234972677594,139.9,266.1,1
2024-01-07,2024,Noida,Sector 62,192.8,403.3,246,Winter,0,Stubble burning + inversion + traffic,122.99234972677594,137.9,288.5,1
2024-01-08,2024,Noida,Sector 62,185.6,407.7,228,Winter,0,Stubble burning + inversion + traffic,122.99234972677594,132.8,291.7,1
2024-01-09,2024,Noida,Sector 62,203.9,467.3,210,Winter,0,Stubble burning + inversion + traffic,122.99234972677594,145.9,334.4,1
2024-01-10,2024,Noida,Sector 62,221.6,464.0,223,Winter,0,Stubble burning + inversion + traffic,122.99234972677594,158.6,332.1,1
2024-01-11,2024,Noida,Sector 62,202.5,387.4,269,Winter,0,Stubble burning + inversion + traffic,122.99234972677594,144.9,277.2,1
2024-01-12,2024,Noida,Sector 62,202.1,377.5,270,Winter,0,Stubble burning + inversion + traffic,122.99234972677594,144.6,270.1,1
2024-01-13,2024,Noida,Sector 62,164.3,331.0,268,Winter,0,Stubble burning + inversion + traffic,122.99234972677594,117.6,236.9,1
2024-01-14,2024,Noida,Sector 62,168.1,325.7,234,Winter,0,Stubble burning + inversion + traffic,122.99234972677594,120.3,233.1,1
2024-01-15,2024,Noida,Sector 62,204.8,469.7,292,Winter,0,Stubble burning + inversion + traffic,122.99234972677594,146.5,336.0,1
2024-01-16,2024,Noida,Sector 62,191.2,362.1,281,Winter,0,Stubble burning + inversion + traffic,122.99234972677594,136.8,259.1,1
2024-01-17,2024,Noida,Sector 62,178.7,355.7,219,Winter,0,Stubble burning + inversion + traffic,122.99234972677594,127.9,254.6,1
2024-01-18,2024,Noida,Sector 62,168.2,328.9,230,Winter,0,Stubble burning + inversion + traffic,122.99234972677594,120.3,235.2,1
2024-01-19,2024,Noida,Sector 62,148.6,326.6,228,Winter,0,Stubble burning + inversion + traffic,122.99234972677594,106.3,233.6,1
2024-01-20,2024,Noida,Sector 62,164.6,358.6,271,Winter,0,Stubble burning + inversion + traffic,122.99234972677594,117.8,256.6,1
2024-01-21,2024,Noida,Sector 62,163.6,330.4,209,Winter,0,Stubble burning + inversion + traffic,122.99234972677594,117.1,236.5,1
2024-01-22,2024,Noida,Sector 62,180.4,400.3,226,Winter,0,Stubble burning + inversion + traffic,122.99234972677594,129.1,286.5,1
2024-01-23,2024,Noida,Sector 62,126.4,246.5,234,Winter,0,Stubble burning + inversion + traffic,122.99234972677594,90.4,176.3,1
2024-01-24,2024,Noida,Sector 62,149.4,344.9,210,Winter,0,Stubble burning + inversion + traffic,122.99234972677594,106.9,246.8,1
2024-01-25,2024,Noida,Sector 62,168.3,309.4,286,Winter,0,Stubble burning + inversion + traffic,122.99234972677594,120.4,221.3,1
2024-01-26,2024,Noida,Sector 62,197.0,436.0,299,Winter,0,Stubble burning + inversion + traffic,122.99234972677594,141.0,312.1,1
2024-01-27,2024,Noida,Sector 62,201.1,465.8,207,Winter,0,Stubble burning + inversion + traffic,122.99234972677594,143.9,333.3,1
2024-01-28,2024,Noida,Sector 62,163.7,380.1,255,Winter,0,Stubble burning + inversion + traffic,122.99234972677594,117.1,271.9,1
2024-01-29,2024,Noida,Sector 62,165.1,339.0,282,Winter,0,Stubble burning + inversion + traffic,122.99234972677594,118.1,242.5,1
2024-01-30,2024,Noida,Sector 62,184.8,339.0,207,Winter,0,Stubble burning + inversion + traffic,122.99234972677594,132.2,242.5,1
2024-01-31,2024,Noida,Sector 62,173.7,364.5,243,Winter,0,Stubble burning + inversion + traffic,122.99234972677594,124.3,260.8,1
2024-02-01,2024,Noida,Sector 62,104.4,213.2,166,Pre-monsoon,0,Vehicular emissions,122.99234972677594,74.7,152.5,1
2024-02-02,2024,Noida,Sector 62,107.8,201.3,175,Pre-monsoon,0,Vehicular emissions,122.99234972677594,77.1,144.0,1
2024-02-03,2024,Noida,Sector 62,83.0,157.8,167,Pre-monsoon,0,Vehicular emissions,122.99234972677594,59.4,112.9,1
2024-02-04,2024,Noida,Sector 62,122.3,264.8,208,Pre-monsoon,0,Vehicular emissions,122.99234972677594,87.5,189.5,1
2024-02-05,2024,Noida,Sector 62,58.6,105.9,82,Pre-monsoon,0,Vehicular emissions,122.99234972677594,41.9,75.7,1
2024-02-06,2024,Noida,Sector 62,82.3,170.8,135,Pre-monsoon,0,Vehicular emissions,122.99234972677594,58.9,122.2,1
2024-02-07,2024,Noida,Sector 62,124.6,233.1,206,Pre-monsoon,0,Vehicular emissions,122.99234972677594,89.2,166.9,1
2024-02-08,2024,Noida,Sector 62,105.7,253.1,151,Pre-monsoon,0,Dust + construction,122.99234972677594,75.6,181.0,1
2024-02-09,2024,Noida,Sector 62,70.1,141.4,133,Pre-monsoon,0,Vehicular emissions,122.99234972677594,50.2,101.3,1
2024-02-10,2024,Noida,Sector 62,130.5,268.7,265,Pre-monsoon,0,Vehicular emissions,122.99234972677594,93.4,192.3,1
2024-02-11,2024,Noida,Sector 62,133.9,246.0,220,Pre-monsoon,0,Vehicular emissions,122.99234972677594,95.8,176.0,1
2024-02-12,2024,Noida,Sector 62,78.7,148.8,125,Pre-monsoon,0,Vehicular emissions,122.99234972677594,56.3,106.4,1
2024-02-13,2024,Noida,Sector 62,142.5,303.9,293,Pre-monsoon,0,Vehicular emissions,122.99234972677594,102.0,217.5,1
2024-02-14,2024,Noida,Sector 62,120.7,236.0,223,Pre-monsoon,0,Vehicular emissions,122.99234972677594,86.4,168.9,1
2024-02-15,2024,Noida,Sector 62,174.4,416.2,222,Pre-monsoon,0,Dust + construction,122.99234972677594,124.8,297.8,1
2024-02-16,2024,Noida,Sector 62,108.2,227.6,112,Pre-monsoon,0,Vehicular emissions,122.99234972677594,77.4,162.8,1
2024-02-17,2024,Noida,Sector 62,64.5,134.9,119,Pre-monsoon,0,Vehicular emissions,122.99234972677594,46.1,96.4,1
2024-02-18,2024,Noida,Sector 62,159.3,377.1,238,Pre-monsoon,0,Dust + construction,122.99234972677594,114.0,269.9,1
2024-02-19,2024,Noida,Sector 62,111.3,244.6,158,Pre-monsoon,0,Vehicular emissions,122.99234972677594,79.6,174.9,1
2024-02-20,2024,Noida,Sector 62,155.9,372.2,256,Pre-monsoon,0,Dust + construction,122.99234972677594,111.5,266.2,1
2024-02-21,2024,Noida,Sector 62,112.2,260.0,125,Pre-monsoon,0,Dust + construction,122.99234972677594,80.3,186.1,1
2024-02-22,2024,Noida,Sector 62,110.9,230.5,182,Pre-monsoon,0,Vehicular emissions,122.99234972677594,79.3,164.8,1
2024-02-23,2024,Noida,Sector 62,108.3,226.3,193,Pre-monsoon,0,Vehicular emissions,122.99234972677594,77.5,161.9,1
2024-02-24,2024,Noida,Sector 62,142.7,285.3,238,Pre-monsoon,0,Vehicular emissions,122.99234972677594,102.1,204.1,1
2024-02-25,2024,Noida,Sector 62,138.7,287.7,290,Pre-monsoon,0,Vehicular emissions,122.99234972677594,99.2,205.8,1
2024-02-26,2024,Noida,Sector 62,115.0,223.2,106,Pre-monsoon,0,Vehicular emissions,122.99234972677594,82.3,159.7,1
2024-02-27,2024,Noida,Sector 62,112.3,248.5,140,Pre-monsoon,0,Dust + construction,122.99234972677594,80.3,177.7,1
2024-02-28,2024,Noida,Sector 62,99.7,215.8,172,Pre-monsoon,0,Vehicular emissions,122.99234972677594,71.3,154.3,1
2024-02-29,2024,Noida,Sector 62,125.1,256.8,290,Pre-monsoon,0,Vehicular emissions,122.99234972677594,89.5,183.7,1
2024-03-01,2024,Noida,Sector 62,85.2,170.0,119,Pre-monsoon,0,Vehicular emissions,122.99234972677594,61.0,121.7,1
2024-03-02,2024,Noida,Sector 62,149.1,276.1,284,Pre-monsoon,0,Vehicular emissions,122.99234972677594,106.7,197.6,1
2024-03-03,2024,Noida,Sector 62,105.1,242.2,132,Pre-monsoon,0,Dust + construction,122.99234972677594,75.2,173.3,1
2024-03-04,2024,Noida,Sector 62,99.8,214.4,192,Pre-monsoon,0,Vehicular emissions,122.99234972677594,71.4,153.4,1
2024-03-05,2024,Noida,Sector 62,135.4,320.7,262,Pre-monsoon,0,Dust + construction,122.99234972677594,96.9,229.5,1
2024-03-06,2024,Noida,Sector 62,86.9,167.0,141,Pre-monsoon,0,Vehicular emissions,122.99234972677594,62.2,119.5,1
2024-03-07,2024,Noida,Sector 62,93.9,182.1,158,Pre-monsoon,0,Vehicular emissions,122.99234972677594,67.2,130.3,1
2024-03-08,2024,Noida,Sector 62,87.7,196.4,112,Pre-monsoon,0,Dust + construction,122.99234972677594,62.7,140.4,1
2024-03-09,2024,Noida,Sector 62,122.0,242.7,237,Pre-monsoon,0,Vehicular emissions,122.99234972677594,87.3,173.7,1
2024-03-10,2024,Noida,Sector 62,124.3,236.4,276,Pre-monsoon,0,Vehicular emissions,122.99234972677594,88.9,169.1,1
2024-03-11,2024,Noida,Sector 62,75.0,160.3,165,Pre-monsoon,0,Vehicular emissions,122.99234972677594,53.7,114.8,1
2024-03-12,2024,Noida,Sector 62,149.6,356.7,285,Pre-monsoon,0,Dust + construction,122.99234972677594,107.0,255.1,1
2024-03-13,2024,Noida,Sector 62,124.3,294.8,253,Pre-monsoon,0,Dust + construction,122.99234972677594,88.9,210.8,1
2024-03-14,2024,Noida,Sector 62,50.3,108.5,70,Pre-monsoon,0,Vehicular emissions,122.99234972677594,36.0,77.7,1
2024-03-15,2024,Noida,Sector 62,119.8,281.6,139,Pre-monsoon,0,Dust + construction,122.99234972677594,85.7,201.4,1
2024-03-16,2024,Noida,Sector 62,108.9,233.6,130,Pre-monsoon,0,Vehicular emissions,122.99234972677594,77.9,167.1,1
2024-03-17,2024,Noida,Sector 62,90.5,209.8,161,Pre-monsoon,0,Dust + construction,122.99234972677594,64.8,150.2,1
2024-03-18,2024,Noida,Sector 62,122.1,248.9,285,Pre-monsoon,0,Vehicular emissions,122.99234972677594,87.4,178.2,1
2024-03-19,2024,Noida,Sector 62,116.1,271.4,131,Pre-monsoon,0,Dust + construction,122.99234972677594,83.1,194.3,1
2024-03-20,2024,Noida,Sector 62,143.1,328.2,276,Pre-monsoon,0,Dust + construction,122.99234972677594,102.4,234.9,1
2024-03-21,2024,Noida,Sector 62,106.1,249.2,153,Pre-monsoon,0,Dust + construction,122.99234972677594,75.9,178.3,1
2024-03-22,2024,Noida,Sector 62,102.5,228.2,101,Pre-monsoon,0,Dust + construction,122.99234972677594,73.3,163.2,1
2024-03-23,2024,Noida,Sector 62,88.5,209.9,145,Pre-monsoon,0,Dust + construction,122.99234972677594,63.3,150.1,1
2024-03-24,2024,Noida,Sector 62,124.3,280.4,291,Pre-monsoon,0,Dust + construction,122.99234972677594,88.9,200.5,1
2024-03-25,2024,Noida,Sector 62,154.5,357.1,241,Pre-monsoon,0,Dust + construction,122.99234972677594,110.5,255.4,1
2024-03-26,2024,Noida,Sector 62,71.1,159.6,167,Pre-monsoon,0,Dust + construction,122.99234972677594,50.9,114.3,1
2024-03-27,2024,Noida,Sector 62,154.5,322.0,268,Pre-monsoon,0,Vehicular emissions,122.99234972677594,110.5,230.3,1
2024-03-28,2024,Noida,Sector 62,114.9,219.8,163,Pre-monsoon,0,Vehicular emissions,122.99234972677594,82.2,157.2,1
2024-03-29,2024,Noida,Sector 62,77.3,178.9,153,Pre-monsoon,0,Dust + construction,122.99234972677594,55.3,128.0,1
2024-03-30,2024,Noida,Sector 62,84.8,202.4,129,Pre-monsoon,0,Dust + construction,122.99234972677594,60.7,144.9,1
2024-03-31,2024,Noida,Sector 62,167.2,335.1,210,Pre-monsoon,0,Vehicular emissions,122.99234972677594,119.6,239.7,1
2024-04-01,2024,Noida,Sector 62,158.2,305.2,248,Pre-monsoon,0,Vehicular emissions,122.99234972677594,113.2,218.4,1
2024-04-02,2024,Noida,Sector 62,111.4,256.8,169,Pre-monsoon,0,Dust + construction,122.99234972677594,79.7,183.7,1
2024-04-03,2024,Noida,Sector 62,118.3,259.2,144,Pre-monsoon,0,Vehicular emissions,122.99234972677594,84.6,185.4,1
2024-04-04,2024,Noida,Sector 62,109.8,233.5,144,Pre-monsoon,0,Vehicular emissions,122.99234972677594,78.6,167.2,1
2024-04-05,2024,Noida,Sector 62,91.3,186.5,124,Pre-monsoon,0,Vehicular emissions,122.99234972677594,65.3,133.4,1
2024-04-06,2024,Noida,Sector 62,122.1,275.5,222,Pre-monsoon,0,Dust + construction,122.99234972677594,87.4,197.2,1
2024-04-07,2024,Noida,Sector 62,123.7,256.3,289,Pre-monsoon,0,Vehicular emissions,122.99234972677594,88.5,183.4,1
2024-04-08,2024,Noida,Sector 62,104.1,232.6,125,Pre-monsoon,0,Dust + construction,122.99234972677594,74.5,166.5,1
2024-04-09,2024,Noida,Sector 62,66.7,128.0,103,Pre-monsoon,0,Vehicular emissions,122.99234972677594,47.7,91.5,1
2024-04-10,2024,Noida,Sector 62,107.3,214.8,172,Pre-monsoon,0,Vehicular emissions,122.99234972677594,76.8,153.7,1
2024-04-11,2024,Noida,Sector 62,88.8,198.2,131,Pre-monsoon,0,Dust + construction,122.99234972677594,63.5,141.7,1
2024-04-12,2024,Noida,Sector 62,122.6,266.4,282,Pre-monsoon,0,Vehicular emissions,122.99234972677594,87.7,190.6,1
2024-04-13,2024,Noida,Sector 62,138.9,265.3,242,Pre-monsoon,0,Vehicular emissions,122.99234972677594,99.4,189.9,1
2024-04-14,2024,Noida,Sector 62,153.9,282.9,228,Pre-monsoon,0,Vehicular emissions,122.99234972677594,110.1,202.4,1
2024-04-15,2024,Noida,Sector 62,107.5,257.6,185,Pre-monsoon,0,Dust + construction,122.99234972677594,76.9,184.3,1
2024-04-16,2024,Noida,Sector 62,126.2,279.7,218,Pre-monsoon,0,Dust + construction,122.99234972677594,90.3,200.1,1
2024-04-17,2024,Noida,Sector 62,135.3,317.9,234,Pre-monsoon,0,Dust + construction,122.99234972677594,96.8,227.4,1
2024-04-18,2024,Noida,Sector 62,138.6,259.8,248,Pre-monsoon,0,Vehicular emissions,122.99234972677594,99.2,185.9,1
2024-04-19,2024,Noida,Sector 62,138.1,307.6,218,Pre-monsoon,0,Dust + construction,122.99234972677594,98.8,220.1,1
2024-04-20,2024,Noida,Sector 62,108.1,254.4,197,Pre-monsoon,0,Dust + construction,122.99234972677594,77.3,181.9,1
2024-04-21,2024,Noida,Sector 62,118.1,267.4,175,Pre-monsoon,0,Dust + construction,122.99234972677594,84.5,191.3,1
2024-04-22,2024,Noida,Sector 62,156.9,349.6,242,Pre-monsoon,0,Dust + construction,122.99234972677594,112.3,250.2,1
2024-04-23,2024,Noida,Sector 62,71.0,161.9,181,Pre-monsoon,0,Dust + construction,122.99234972677594,50.8,115.8,1
2024-04-24,2024,Noida,Sector 62,103.9,228.5,195,Pre-monsoon,0,Vehicular emissions,122.99234972677594,74.3,163.4,1
2024-04-25,2024,Noida,Sector 62,95.6,208.8,193,Pre-monsoon,0,Vehicular emissions,122.99234972677594,68.4,149.4,1
2024-04-26,2024,Noida,Sector 62,163.8,343.1,238,Pre-monsoon,0,Vehicular emissions,122.99234972677594,117.2,245.5,1
2024-04-27,2024,Noida,Sector 62,137.9,298.4,252,Pre-monsoon,0,Vehicular emissions,122.99234972677594,98.7,213.6,1
2024-04-28,2024,Noida,Sector 62,99.4,231.4,145,Pre-monsoon,0,Dust + construction,122.99234972677594,71.1,165.5,1
2024-04-29,2024,Noida,Sector 62,77.4,165.3,145,Pre-monsoon,0,Vehicular emissions,122.99234972677594,55.4,118.3,1
2024-04-30,2024,Noida,Sector 62,132.0,274.0,297,Pre-monsoon,0,Vehicular emissions,122.99234972677594,94.4,196.0,1
2024-05-01,2024,Noida,Sector 62,111.4,208.9,115,Pre-monsoon,0,Vehicular emissions,122.99234972677594,79.7,149.5,1
2024-05-02,2024,Noida,Sector 62,115.4,258.8,123,Pre-monsoon,0,Dust + construction,122.99234972677594,82.6,185.2,1
2024-05-03,2024,Noida,Sector 62,95.2,192.2,159,Pre-monsoon,0,Vehicular emissions,122.99234972677594,68.1,137.5,1
2024-05-04,2024,Noida,Sector 62,137.6,320.4,298,Pre-monsoon,0,Dust + construction,122.99234972677594,98.5,229.4,1
2024-05-05,2024,Noida,Sector 62,95.1,195.9,199,Pre-monsoon,0,Vehicular emissions,122.99234972677594,68.0,140.1,1
2024-05-06,2024,Noida,Sector 62,58.0,126.9,65,Pre-monsoon,0,Vehicular emissions,122.99234972677594,41.5,90.8,1
2024-05-07,2024,Noida,Sector 62,92.7,213.9,172,Pre-monsoon,0,Dust + construction,122.99234972677594,66.3,153.0,1
2024-05-08,2024,Noida,Sector 62,85.8,199.3,188,Pre-monsoon,0,Dust + construction,122.99234972677594,61.4,142.6,1
2024-05-09,2024,Noida,Sector 62,77.8,177.3,198,Pre-monsoon,0,Dust + construction,122.99234972677594,55.7,126.9,1
2024-05-10,2024,Noida,Sector 62,107.7,254.5,184,Pre-monsoon,0,Dust + construction,122.99234972677594,77.1,182.2,1
2024-05-11,2024,Noida,Sector 62,106.5,213.6,132,Pre-monsoon,0,Vehicular emissions,122.99234972677594,76.2,152.8,1
2024-05-12,2024,Noida,Sector 62,102.9,217.1,177,Pre-monsoon,0,Vehicular emissions,122.99234972677594,73.6,155.3,1
2024-05-13,2024,Noida,Sector 62,96.6,218.6,192,Pre-monsoon,0,Dust + construction,122.99234972677594,69.1,156.4,1
2024-05-14,2024,Noida,Sector 62,85.2,167.0,122,Pre-monsoon,0,Vehicular emissions,122.99234972677594,61.0,119.6,1
2024-05-15,2024,Noida,Sector 62,127.5,304.4,295,Pre-monsoon,0,Dust + construction,122.99234972677594,91.2,217.7,1
2024-05-16,2024,Noida,Sector 62,112.0,228.5,101,Pre-monsoon,0,Vehicular emissions,122.99234972677594,80.1,163.4,1
2024-05-17,2024,Noida,Sector 62,44.7,84.0,69,Pre-monsoon,0,Vehicular emissions,122.99234972677594,32.0,60.1,1
2024-05-18,2024,Noida,Sector 62,133.7,315.6,231,Pre-monsoon,0,Dust + construction,122.99234972677594,95.7,225.9,1
